old_path,new_path,md5,status
microdatos_tabulados/CNGMD2017_M2.xlsx,microdatos_tabulados/cngmd_2017_administracion_publica_tabulados.xlsx,e55b72081191a5f24c72f93b18a0c46d,renamed
microdatos_tabulados/CNGMD2017_M2_10.xlsx,microdatos_tabulados/cngmd_2017_administracion_publica_submodulo10_tabulados.xlsx,885521d73c12e316aadc0cc881bd3474,renamed
microdatos_tabulados/CNGMD2017_M2_4.xlsx,microdatos_tabulados/cngmd_2017_administracion_publica_submodulo4_tabulados.xlsx,7d05bf0f58052909338a2ac9b6beecaf,renamed
microdatos_tabulados/CNGMD2017_M3.xlsx,microdatos_tabulados/cngmd_2017_catastro_tabulados.xlsx,f4f29ccb1461ad0d72956ab60bdd295a,renamed
microdatos_tabulados/CNGMD2017_M4.xlsx,microdatos_tabulados/cngmd_2017_servicios_publicos_tabulados.xlsx,ecc22aa7348bbc6ead794f76a16fe41e,renamed
microdatos_tabulados/CNGMD2017_M5.xlsx,microdatos_tabulados/cngmd_2017_agua_potable_saneamiento_tabulados.xlsx,a71b22a52ec3ecc0477998a90d82c851,renamed
microdatos_tabulados/CNGMD2017_M6.xlsx,microdatos_tabulados/cngmd_2017_residuos_solidos_urbanos_tabulados.xlsx,287ca72e3e830cb66c9df302a5a3ceab,renamed
microdatos_tabulados/CNGMD2019_M1.xlsx,microdatos_tabulados/cngmd_2019_ayuntamiento_tabulados.xlsx,ec671db20b5d4a28e74a8956a9c6d9dd,renamed
microdatos_tabulados/CNGMD2019_M2.xlsx,microdatos_tabulados/cngmd_2019_administracion_publica_tabulados.xlsx,8c15d05df3b342fcef2f741344d698f3,renamed
microdatos_tabulados/CNGMD2019_M2S10.xlsx,microdatos_tabulados/cngmd_2019_administracion_publica_seccion10_tabulados.xlsx,a6d90f462255c62169f73caa8495bd7c,renamed
microdatos_tabulados/CNGMD2019_M2S4.xlsx,microdatos_tabulados/cngmd_2019_administracion_publica_seccion4_tabulados.xlsx,7bfc3d2822c61d6ab5d46b90b6bcf349,renamed
microdatos_tabulados/CNGMD2019_M3.xlsx,microdatos_tabulados/cngmd_2019_catastro_tabulados.xlsx,b6ba60f95353b9ace6f3e65de35a0788,renamed
microdatos_tabulados/CNGMD2019_M4.xlsx,microdatos_tabulados/cngmd_2019_servicios_publicos_tabulados.xlsx,e06e54efb5454593189dddb96718b4ae,renamed
microdatos_tabulados/CNGMD2019_M5.xlsx,microdatos_tabulados/cngmd_2019_agua_potable_saneamiento_tabulados.xlsx,1e0fb53761fa6a116c29b4cb1834c409,renamed
microdatos_tabulados/CNGMD2019_M6.xlsx,microdatos_tabulados/cngmd_2019_residuos_solidos_urbanos_tabulados.xlsx,3e48ab60f7bf928770a0c566fb548b10,renamed
microdatos_tabulados/Capac_admon_gestion_cngmd2017_dbf.zip,microdatos_tabulados/cngmd_2017_capacitacion_administracion_archivos_microdatos.dbf.zip,db29a1b6aef3ba9f0042319f6b6715b1,renamed
microdatos_tabulados/Capac_trans_accprot_cngmd2017_dbf.zip,microdatos_tabulados/cngmd_2017_capacitacion_transparencia_acceso_proteccion_microdatos.dbf.zip,50af90b9ba84ebf9566574c8ccba4874,renamed
microdatos_tabulados/Capacitacion_catastro_cngmd2015_dbf.zip,microdatos_tabulados/cngmd_2015_capacitacion_catastro_microdatos.dbf.zip,20c53edb8e208be7ccd42c2bc8d9b0df,renamed
microdatos_tabulados/Capacitacion_catastro_cngmd2017_dbf.zip,microdatos_tabulados/cngmd_2017_capacitacion_catastro_microdatos.dbf.zip,351fb22179617d1025ae4f1d81b3b59e,renamed
microdatos_tabulados/Capta_agua_public_cngmd2015_dbf.zip,microdatos_tabulados/cngmd_2015_captacion_agua_abastecimiento_publico_microdatos.dbf.zip,590ba98b996e1dc30ba81aafb457d1cb,renamed
microdatos_tabulados/Capta_agua_public_cngmd2017_dbf.zip,microdatos_tabulados/cngmd_2017_captacion_agua_abastecimiento_publico_microdatos.dbf.zip,8acbbfa430d3ecef2bd0c287cdea287d,renamed
microdatos_tabulados/Cartografia_catastral_cngmd2015_dbf.zip,microdatos_tabulados/cngmd_2015_cartografia_catastral_microdatos.dbf.zip,83d559c3470bb29011da110cdff465af,renamed
microdatos_tabulados/Cartografia_catastral_cngmd2017_dbf.zip,microdatos_tabulados/cngmd_2017_cartografia_catastral_microdatos.dbf.zip,0ee224d5660f8ce83f9211c6ff4b91cd,renamed
microdatos_tabulados/Censo Nacional de Gobierno Federal_microdatos.txt,microdatos_tabulados/cngf_2020_2025_listado_microdatos.txt,3980f54f167cc779da70e1a323249bb6,renamed
microdatos_tabulados/Censo Nacional de Gobierno Federal_tabulados.txt,microdatos_tabulados/cngf_2020_2025_listado_tabulados.txt,e5fa807381c5aaff5537ef68f54e7237,renamed
microdatos_tabulados/Censo Nacional de Gobiernos Estatales _tabulados.txt,microdatos_tabulados/cnge_2020_2025_listado_tabulados.txt,557e98a2c0a825777f4ada026fba8ae8,renamed
microdatos_tabulados/Censo Nacional de Gobiernos Municipales y Demarcaciones Territoriales de la Ciudad de Mexico _microdatos.txt,microdatos_tabulados/cngmd_2020_2025_listado_microdatos.txt,b035aeeb8f9ed1906353b0d27aab5ef6,renamed
microdatos_tabulados/Censo Nacional de Gobiernos Municipales y Demarcaciones Territoriales de la Ciudad de México _tabulados.txt,microdatos_tabulados/cngmd_2020_2025_listado_tabulados.txt,5d2ceade960ee35b966fe1deffb94fd7,renamed
microdatos_tabulados/Com_ini_aytto_cngmd2013_dbf.zip,microdatos_tabulados/cngmd_2013_comisiones_iniciativas_ayuntamiento_microdatos.dbf.zip,341bb59a4fa472673094ff7f31996074,renamed
microdatos_tabulados/Com_ini_aytto_cngmd2015_dbf.zip,microdatos_tabulados/cngmd_2015_comisiones_iniciativas_ayuntamiento_microdatos.dbf.zip,26ef7aa793797adc5e9c26ae19ec81a1,renamed
microdatos_tabulados/Coordininst_intercinf_cngmd2017_dbf.zip,microdatos_tabulados/cngmd_2017_coordinacion_interinstitucional_intercambio_informacion_microdatos.dbf.zip,fbb6a605a503b484a59e6c8b2375fead,renamed
microdatos_tabulados/Coordininst_intercinf_cngmd2019_dbf.zip,microdatos_tabulados/cngmd_2019_coordinacion_interinstitucional_intercambio_informacion_microdatos.dbf.zip,97342c5e13c0b98d4f5bb1be23e3cf7b,renamed
microdatos_tabulados/Ctrl_inter_anticor_cngmd2015_dbf.zip,microdatos_tabulados/cngmd_2015_control_interno_anticorrupcion_microdatos.dbf.zip,e82775fc83e52b4fefb6801961456a56,renamed
microdatos_tabulados/Ctrl_inter_anticor_cngmd2017_dbf.zip,microdatos_tabulados/cngmd_2017_control_interno_anticorrupcion_microdatos.dbf.zip,a0c8a39c9b9be7850c29283ff2c9cb2b,renamed
microdatos_tabulados/Ctrl_inter_anticor_cngmd2019_dbf.zip,microdatos_tabulados/cngmd_2019_control_interno_anticorrupcion_microdatos.dbf.zip,e256251c28c2fe1b8e8a45bc66d07856,renamed
microdatos_tabulados/Ctrl_interno_anticorru_cngf2017_dbf.zip,microdatos_tabulados/cngf_2017_control_interno_anticorrupcion_microdatos.dbf.zip,6b2a31c530469a40a3b510288c39a54c,renamed
microdatos_tabulados/Ctrl_interno_anticorru_cngf2018_dbf.zip,microdatos_tabulados/cngf_2018_control_interno_anticorrupcion_microdatos.dbf.zip,c13205f3bbfc6ad1cbd30d820c0ca728,renamed
microdatos_tabulados/Ctrl_interno_anticorru_cngf2019_dbf.zip,microdatos_tabulados/cngf_2019_control_interno_anticorrupcion_microdatos.dbf.zip,b98e73a4fdde2152b0218a7481fdcf3d,renamed
microdatos_tabulados/Desarr_urbano_ecc_cngmd2017_dbf.zip,microdatos_tabulados/cngmd_2017_desarrollo_urbano_estrategia_ciudad_compacta_microdatos.dbf.zip,730ea61b0f6631b05c01027ce2e3e99d,renamed
